team,conf,adjem,adjo,adjd,luck,Season,TeamID
southern illinois,MVC,5.14,106.1,101.0,-0.086,2010,1356
southern illinois,MVC,5.14,106.1,101.0,-0.086,2010,1356
utah,MWC,4.86,102.9,98.0,-0.063,2010,1428
northern colorado,BSky,4.82,105.5,100.7,0.025,2010,1294
northern colorado,BSky,4.82,105.5,100.7,0.025,2010,1294
detroit,Horz,4.58,101.0,96.4,-0.009000000000000001,2010,1178
western kentucky,SB,4.39,105.9,101.5,-0.019,2010,1443
western kentucky,SB,4.39,105.9,101.5,-0.019,2010,1443
niagara,MAAC,4.06,105.7,101.6,-0.062,2010,1310
oregon,P10,3.99,105.8,101.8,0.009000000000000001,2010,1332
milwaukee,Horz,3.89,105.5,101.6,0.032,2010,1454
hofstra,CAA,3.77,101.1,97.4,-0.001,2010,1220
belmont,ASun,3.67,103.3,99.6,-0.013000000000000001,2010,1125
boston university,AE,3.51,103.8,100.3,0.008,2010,1131
boston university,AE,3.51,103.8,100.3,0.008,2010,1131
st. bonaventure,A10,3.5,106.2,102.7,-0.018000000000000002,2010,1382
oakland,Sum,3.19,107.5,104.3,0.17300000000000001,2010,1324
vermont,AE,3.08,104.1,101.0,0.068,2010,1436
western michigan,MAC,3.07,106.7,103.7,-0.03,2010,1444
western michigan,MAC,3.07,106.7,103.7,-0.03,2010,1444
indiana st.,MVC,3.02,104.5,101.5,0.068,2010,1232
green bay,Horz,3.0,106.7,103.7,0.08800000000000001,2010,1453
green bay,Horz,3.0,106.7,103.7,0.08800000000000001,2010,1453
oral roberts,Sum,2.84,102.3,99.4,0.004,2010,1331
oral roberts,Sum,2.84,102.3,99.4,0.004,2010,1331
colorado st.,MWC,2.83,101.5,98.7,0.02,2010,1161
duquesne,A10,2.82,102.5,99.7,0.027000000000000003,2010,1182
miami oh,MAC,2.79,103.9,101.1,-0.027999999999999997,2010,1275
miami oh,MAC,2.79,103.9,101.1,-0.027999999999999997,2010,1275
jacksonville,ASun,2.75,102.2,99.5,0.043,2010,1239
drexel,CAA,2.74,100.5,97.7,0.001,2010,1180
idaho,WAC,2.67,105.6,102.9,-0.045,2010,1225
oregon st.,P10,2.54,99.0,96.4,-0.018000000000000002,2010,1333
coastal carolina,BSth,2.51,101.8,99.3,0.022000000000000002,2010,1157
coastal carolina,BSth,2.51,101.8,99.3,0.022000000000000002,2010,1157
smu,CUSA,2.49,106.1,103.6,-0.107,2010,1374
east tennessee st.,ASun,2.47,100.9,98.4,-0.004,2010,1190
college of charleston,SC,2.3,109.4,107.1,0.1,2010,1158
college of charleston,SC,2.3,109.4,107.1,0.1,2010,1158
cleveland st.,Horz,2.16,105.9,103.7,-0.01,2010,1156
uc santa barbara,BW,2.11,100.0,97.9,0.125,2010,1364
uc santa barbara,BW,2.11,100.0,97.9,0.125,2010,1364
uc santa barbara,BW,2.11,100.0,97.9,0.125,2010,1364
long beach st.,BW,2.0,100.6,98.6,0.033,2010,1253
western carolina,SC,1.76,105.3,103.6,0.055999999999999994,2010,1441
western carolina,SC,1.76,105.3,103.6,0.055999999999999994,2010,1441
morgan st.,MEAC,1.58,105.5,104.0,0.078,2010,1288
stephen f. austin,Slnd,1.47,103.0,101.5,0.043,2010,1372
buffalo,MAC,1.47,106.6,105.1,0.065,2010,1138
rutgers,BE,1.37,103.4,102.0,0.071,2010,1353
la salle,A10,1.18,106.2,105.1,-0.015,2010,1247
la salle,A10,1.18,106.2,105.1,-0.015,2010,1247
boise st.,WAC,0.94,102.2,101.3,-0.064,2010,1129
george mason,CAA,0.91,102.8,101.9,0.049,2010,1206
george mason,CAA,0.91,102.8,101.9,0.049,2010,1206
campbell,ASun,0.85,100.5,99.7,0.002,2010,1144
middle tennessee,SB,0.65,101.4,100.7,-0.044000000000000004,2010,1292
middle tennessee,SB,0.65,101.4,100.7,-0.044000000000000004,2010,1292
fresno st.,WAC,0.58,100.1,99.5,-0.032,2010,1201
ucf,CUSA,0.33,102.6,102.3,0.009000000000000001,2010,1416
massachusetts,A10,0.12,102.7,102.6,0.004,2010,1269
loyola marymount,WCC,-0.01,108.4,108.4,0.040999999999999995,2010,1258
loyola marymount,WCC,-0.01,108.4,108.4,0.040999999999999995,2010,1258
drake,MVC,-0.01,107.2,107.2,0.012,2010,1179
depaul,BE,-0.08,100.0,100.1,-0.038,2010,1177
texas a&m corpus chris,Slnd,-0.09,99.4,99.5,-0.035,2010,1394
lipscomb,ASun,-0.12,109.3,109.4,-0.033,2010,1252
saint joseph's,A10,-0.17,102.6,102.7,0.016,2010,1386
iowa,B10,-0.36,103.4,103.7,-0.035,2010,1234
north texas,SB,-0.47,103.4,103.8,0.113,2010,1317
north texas,SB,-0.47,103.4,103.8,0.113,2010,1317
saint peter's,MAAC,-0.49,92.8,93.3,-0.015,2010,1389
seattle,ind,-0.58,100.6,101.2,0.028999999999999998,2010,1370
eastern kentucky,OVC,-0.6,110.7,111.3,-0.013000000000000001,2010,1184
eastern kentucky,OVC,-0.6,110.7,111.3,-0.013000000000000001,2010,1184
san jose st.,WAC,-0.62,109.9,110.5,0.003,2010,1363
troy,SB,-0.69,105.1,105.8,0.08199999999999999,2010,1407
tcu,MWC,-0.72,105.2,105.9,-0.001,2010,1395
mount st. mary's,NEC,-0.83,96.8,97.6,-0.065,2010,1291
valparaiso,Horz,-0.92,110.7,111.6,0.015,2010,1434
portland st.,BSky,-0.94,113.3,114.2,-0.07400000000000001,2010,1340
robert morris,NEC,-0.97,99.9,100.8,0.07400000000000001,2010,1352
robert morris,NEC,-0.97,99.9,100.8,0.07400000000000001,2010,1352
lehigh,Pat,-0.97,105.6,106.6,0.018000000000000002,2010,1250
quinnipiac,NEC,-1.01,103.5,104.5,-0.023,2010,1346
stony brook,AE,-1.12,102.3,103.4,0.052000000000000005,2010,1392
stony brook,AE,-1.12,102.3,103.4,0.052000000000000005,2010,1392
eastern michigan,MAC,-1.19,100.3,101.4,-0.01,2010,1185
eastern michigan,MAC,-1.19,100.3,101.4,-0.01,2010,1185
davidson,SC,-1.31,103.6,104.9,0.012,2010,1172
lsu,SEC,-1.42,99.7,101.2,-0.006,2010,1261
denver,SB,-1.43,106.2,107.7,0.017,2010,1176
rider,MAAC,-1.45,103.1,104.6,0.07400000000000001,2010,1351
indiana,B10,-1.64,101.4,103.0,-0.046,2010,1231
montana st.,BSky,-1.78,103.4,105.2,0.018000000000000002,2010,1286
central michigan,MAC,-1.85,101.6,103.4,-0.016,2010,1141
central michigan,MAC,-1.85,101.6,103.4,-0.016,2010,1141
the citadel,SC,-1.96,100.3,102.3,-0.02,2010,1154
the citadel,SC,-1.96,100.3,102.3,-0.02,2010,1154
utsa,Slnd,-2.1,103.9,106.0,0.02,2010,1427
manhattan,MAAC,-2.38,99.3,101.7,-0.11,2010,1264
bowling green,MAC,-2.9,101.3,104.2,0.052000000000000005,2010,1132
bowling green,MAC,-2.9,101.3,104.2,0.052000000000000005,2010,1132
canisius,MAAC,-2.93,100.1,103.1,-0.002,2010,1145
arkansas st.,SB,-2.95,99.1,102.0,0.002,2010,1117
southeastern louisiana,Slnd,-3.09,100.9,104.0,-0.006,2010,1368
southeastern louisiana,Slnd,-3.09,100.9,104.0,-0.006,2010,1368
san francisco,WCC,-3.14,100.5,103.6,0.006999999999999999,2010,1362
san francisco,WCC,-3.14,100.5,103.6,0.006999999999999999,2010,1362
mercer,ASun,-3.33,107.8,111.2,-0.013999999999999999,2010,1273
florida atlantic,SB,-3.36,103.8,107.2,-0.038,2010,1194
florida atlantic,SB,-3.36,103.8,107.2,-0.038,2010,1194
austin peay,OVC,-3.52,103.7,107.2,0.08199999999999999,2010,1122
austin peay,OVC,-3.52,103.7,107.2,0.08199999999999999,2010,1122
san diego,WCC,-3.68,98.4,102.1,-0.045,2010,1360
san diego,WCC,-3.68,98.4,102.1,-0.045,2010,1360
georgia st.,CAA,-3.71,99.8,103.5,-0.057,2010,1209
cal st. fullerton,BW,-3.79,102.5,106.2,0.04,2010,1168
eastern illinois,OVC,-3.9,100.0,103.9,0.08900000000000001,2010,1183
eastern illinois,OVC,-3.9,100.0,103.9,0.08900000000000001,2010,1183
unc wilmington,CAA,-4.02,98.6,102.6,-0.06,2010,1423
maine,AE,-4.07,94.2,98.3,0.122,2010,1263
loyola md,MAAC,-4.12,99.5,103.6,-0.033,2010,1259
loyola md,MAAC,-4.12,99.5,103.6,-0.033,2010,1259
james madison,CAA,-4.25,101.1,105.4,0.001,2010,1241
james madison,CAA,-4.25,101.1,105.4,0.001,2010,1241
loyola chicago,Horz,-4.29,101.8,106.1,0.06,2010,1260
loyola chicago,Horz,-4.29,101.8,106.1,0.06,2010,1260
louisiana lafayette,SB,-4.31,99.4,103.7,-0.065,2010,1418
radford,BSth,-5.01,95.5,100.5,0.066,2010,1347
south dakota st.,Sum,-5.15,105.5,110.6,-0.048,2010,1355
evansville,MVC,-5.31,97.8,103.1,-0.057,2010,1191
northern arizona,BSky,-5.42,99.1,104.5,0.087,2010,1319
northern arizona,BSky,-5.42,99.1,104.5,0.087,2010,1319
ball st.,MAC,-5.45,94.6,100.1,0.052000000000000005,2010,1123
cal st. northridge,BW,-5.57,97.8,103.4,-0.017,2010,1169
tulane,CUSA,-5.58,95.1,100.7,-0.07,2010,1408
winthrop,BSth,-5.63,90.7,96.3,0.049,2010,1457
uc davis,BW,-5.77,101.0,106.7,-0.004,2010,1413
uc davis,BW,-5.77,101.0,106.7,-0.004,2010,1413
youngstown st.,Horz,-6.2,99.4,105.6,-0.078,2010,1464
hampton,MEAC,-6.21,94.1,100.4,-0.11,2010,1214
texas st.,Slnd,-6.32,98.5,104.8,0.027000000000000003,2010,1402
uc riverside,BW,-6.38,98.2,104.5,-0.039,2010,1415
uc riverside,BW,-6.38,98.2,104.5,-0.039,2010,1415
arkansas pine bluff,SWAC,-6.44,93.1,99.5,0.053,2010,1115
arkansas pine bluff,SWAC,-6.44,93.1,99.5,0.053,2010,1115
east carolina,CUSA,-6.53,101.9,108.4,-0.016,2010,1187
east carolina,CUSA,-6.53,101.9,108.4,-0.016,2010,1187
hawaii,WAC,-6.78,101.3,108.0,-0.053,2010,1218
furman,SC,-6.86,98.0,104.8,-0.046,2010,1202
holy cross,Pat,-7.21,102.2,109.4,-0.14300000000000002,2010,1221
holy cross,Pat,-7.21,102.2,109.4,-0.14300000000000002,2010,1221
ipfw,Sum,-7.33,96.9,104.2,0.04,2010,1236
northern illinois,MAC,-7.38,99.0,106.4,-0.042,2010,1296
northern illinois,MAC,-7.38,99.0,106.4,-0.042,2010,1296
santa clara,WCC,-7.41,96.2,103.6,0.015,2010,1365
santa clara,WCC,-7.41,96.2,103.6,0.015,2010,1365
wyoming,MWC,-7.5,97.4,104.9,0.004,2010,1461
lafayette,Pat,-7.69,104.1,111.8,0.073,2010,1248
ut arlington,Slnd,-7.73,95.9,103.6,0.011000000000000001,2010,1426
ut arlington,Slnd,-7.73,95.9,103.6,0.011000000000000001,2010,1426
north dakota st.,Sum,-7.74,96.6,104.3,-0.051,2010,1295
cal poly,BW,-7.76,103.2,111.0,0.048,2010,1142
cal poly,BW,-7.76,103.2,111.0,0.048,2010,1142
towson,CAA,-7.91,102.5,110.5,0.01,2010,1406
illinois chicago,Horz,-7.94,96.6,104.5,-0.028999999999999998,2010,1227
bucknell,Pat,-7.96,98.0,105.9,-0.018000000000000002,2010,1137
south dakota,GWC,-8.11,98.6,106.8,0.109,2010,1377
south dakota,GWC,-8.11,98.6,106.8,0.109,2010,1377
chattanooga,SC,-8.19,96.9,105.1,0.033,2010,1151
rice,CUSA,-8.48,95.9,104.4,-0.081,2010,1349
samford,SC,-8.5,100.5,109.0,-0.077,2010,1359
south alabama,SB,-8.52,96.2,104.7,0.11699999999999999,2010,1375
south alabama,SB,-8.52,96.2,104.7,0.11699999999999999,2010,1375
uc irvine,BW,-8.52,101.1,109.6,0.016,2010,1414
uc irvine,BW,-8.52,101.1,109.6,0.016,2010,1414
unc greensboro,SC,-8.61,96.2,104.8,-0.03,2010,1422
air force,MWC,-8.64,96.8,105.5,-0.046,2010,1102
air force,MWC,-8.64,96.8,105.5,-0.046,2010,1102
south carolina st.,MEAC,-8.88,97.4,106.2,0.028999999999999998,2010,1354
tennessee tech,OVC,-9.08,104.7,113.8,0.098,2010,1399
tennessee tech,OVC,-9.08,104.7,113.8,0.098,2010,1399
delaware,CAA,-9.3,99.5,108.8,0.035,2010,1174
tennessee st.,OVC,-9.44,97.8,107.2,-0.009000000000000001,2010,1398
army,Pat,-9.68,89.3,99.0,-0.018000000000000002,2010,1119
new hampshire,AE,-9.76,91.5,101.3,0.004,2010,1306
new hampshire,AE,-9.76,91.5,101.3,0.004,2010,1306
elon,SC,-10.06,96.2,106.3,-0.022000000000000002,2010,1189
delaware st.,MEAC,-10.2,96.9,107.1,0.08,2010,1175
yale,Ivy,-10.34,96.1,106.5,-0.036000000000000004,2010,1463
jacksonville st.,OVC,-10.35,97.5,107.9,-0.06,2010,1240
eastern washington,BSky,-10.36,96.4,106.8,-0.01,2010,1186
eastern washington,BSky,-10.36,96.4,106.8,-0.01,2010,1186
north florida,ASun,-10.47,91.8,102.3,0.095,2010,1316
north florida,ASun,-10.47,91.8,102.3,0.095,2010,1316
texas southern,SWAC,-10.52,93.4,103.9,-0.006999999999999999,2010,1411
texas southern,SWAC,-10.52,93.4,103.9,-0.006999999999999999,2010,1411
kennesaw st.,ASun,-10.59,98.1,108.7,0.012,2010,1244
western illinois,Sum,-10.65,91.4,102.0,-0.017,2010,1442
western illinois,Sum,-10.65,91.4,102.0,-0.017,2010,1442
liu brooklyn,NEC,-10.97,99.8,110.8,0.009000000000000001,2010,1254
liu brooklyn,NEC,-10.97,99.8,110.8,0.009000000000000001,2010,1254
norfolk st.,MEAC,-11.06,96.2,107.2,-0.026000000000000002,2010,1313
binghamton,AE,-11.07,98.1,109.2,0.045,2010,1127
nicholls st.,Slnd,-11.17,99.6,110.7,0.013000000000000001,2010,1311
jackson st.,SWAC,-11.38,93.5,104.9,0.14300000000000002,2010,1238
sacred heart,NEC,-11.41,99.1,110.5,0.011000000000000001,2010,1357
sacred heart,NEC,-11.41,99.1,110.5,0.011000000000000001,2010,1357
unc asheville,BSth,-11.43,97.2,108.7,0.068,2010,1421
unc asheville,BSth,-11.43,97.2,108.7,0.068,2010,1421
usc upstate,ASun,-11.63,92.0,103.6,-0.066,2010,1367
usc upstate,ASun,-11.63,92.0,103.6,-0.066,2010,1367
idaho st.,BSky,-11.85,103.8,115.6,-0.009000000000000001,2010,1226
mcneese st.,Slnd,-11.86,99.0,110.9,-0.022000000000000002,2010,1270
louisiana monroe,SB,-11.87,98.4,110.3,0.049,2010,1419
arkansas little rock,SB,-11.99,99.6,111.6,-0.022000000000000002,2010,1114
arkansas little rock,SB,-11.99,99.6,111.6,-0.022000000000000002,2010,1114
liberty,BSth,-12.03,96.3,108.4,0.049,2010,1251
lamar,Slnd,-12.07,96.4,108.5,0.053,2010,1249
brown,Ivy,-12.16,100.0,112.1,0.004,2010,1135
cal st. bakersfield,ind,-12.17,96.1,108.2,-0.015,2010,1167
pepperdine,WCC,-12.2,98.0,110.2,-0.001,2010,1337
high point,BSth,-12.43,97.1,109.6,0.05,2010,1219
high point,BSth,-12.43,97.1,109.6,0.05,2010,1219
sacramento st.,BSky,-12.53,93.3,105.8,-0.003,2010,1170
alabama st.,SWAC,-12.63,93.5,106.2,0.022000000000000002,2010,1106
colgate,Pat,-12.67,97.8,110.5,-0.031,2010,1159
navy,Pat,-12.7,96.3,109.0,0.077,2010,1298
bethune cookman,MEAC,-12.98,93.9,106.9,0.043,2010,1126
charleston southern,BSth,-13.06,94.7,107.8,0.006,2010,1149
charleston southern,BSth,-13.06,94.7,107.8,0.006,2010,1149
american,Pat,-13.09,94.1,107.2,0.016,2010,1110
albany,AE,-13.16,97.2,110.3,-0.073,2010,1107
monmouth,NEC,-13.46,92.5,105.9,-0.031,2010,1284
columbia,Ivy,-13.5,92.2,105.7,0.039,2010,1162
longwood,ind,-13.56,98.0,111.6,0.011000000000000001,2010,1255
umkc,Sum,-13.67,98.2,111.9,0.042,2010,1282
georgia southern,SC,-13.77,98.1,111.9,0.08,2010,1204
georgia southern,SC,-13.77,98.1,111.9,0.08,2010,1204
florida gulf coast,ASun,-13.84,94.8,108.6,0.008,2010,1195
florida gulf coast,ASun,-13.84,94.8,108.6,0.008,2010,1195
north carolina a&t,MEAC,-13.86,93.8,107.6,-0.043,2010,1299
northwestern st.,Slnd,-13.96,96.9,110.9,-0.006999999999999999,2010,1322
central arkansas,Slnd,-14.29,92.0,106.3,-0.091,2010,1146
central arkansas,Slnd,-14.29,92.0,106.3,-0.091,2010,1146
fordham,A10,-14.41,93.3,107.7,-0.046,2010,1200
fiu,SB,-14.45,98.7,113.1,-0.018000000000000002,2010,1198
savannah st.,ind,-14.47,89.8,104.3,0.021,2010,1366
penn,Ivy,-14.61,97.3,111.9,-0.042,2010,1335
central connecticut,NEC,-15.5,92.3,107.8,-0.006999999999999999,2010,1148
prairie view a&m,SWAC,-15.63,85.6,101.2,0.047,2010,1341
st. francis ny,NEC,-15.76,89.8,105.5,0.046,2010,1383
hartford,AE,-15.81,95.6,111.4,-0.038,2010,1216
southeast missouri st.,OVC,-16.14,90.7,106.8,-0.044000000000000004,2010,1369
st. francis pa,NEC,-16.39,95.5,111.9,0.027999999999999997,2010,1384
new orleans,SB,-16.68,89.0,105.7,0.001,2010,1309
new orleans,SB,-16.68,89.0,105.7,0.001,2010,1309
fairleigh dickinson,NEC,-17.42,92.2,109.6,0.054000000000000006,2010,1192
fairleigh dickinson,NEC,-17.42,92.2,109.6,0.054000000000000006,2010,1192
vmi,BSth,-18.1,102.4,120.5,0.003,2010,1440
centenary,Sum,-18.48,95.0,113.5,0.009000000000000001,2010,1147
maryland eastern shore,MEAC,-18.54,91.6,110.1,0.055999999999999994,2010,1271
maryland eastern shore,MEAC,-18.54,91.6,110.1,0.055999999999999994,2010,1271
texas pan american,GWC,-18.56,89.5,108.0,-0.081,2010,1410
texas pan american,GWC,-18.56,89.5,108.0,-0.081,2010,1410
houston baptist,GWC,-19.24,93.8,113.0,0.05,2010,1223
houston baptist,GWC,-19.24,93.8,113.0,0.05,2010,1223
umbc,AE,-19.27,95.5,114.7,-0.071,2010,1420
coppin st.,MEAC,-19.43,89.3,108.7,-0.08800000000000001,2010,1164
southern utah,Sum,-19.47,89.8,109.3,-0.003,2010,1381
southern utah,Sum,-19.47,89.8,109.3,-0.003,2010,1381
toledo,MAC,-19.54,88.8,108.3,0.008,2010,1405
utah valley,GWC,-19.59,89.8,109.4,-0.027000000000000003,2010,1430
utah valley,GWC,-19.59,89.8,109.4,-0.027000000000000003,2010,1430
alabama a&m,SWAC,-19.7,87.5,107.2,-0.016,2010,1105
mississippi valley st.,SWAC,-20.4,91.6,112.0,-0.005,2010,1290
presbyterian,BSth,-20.64,90.9,111.6,-0.049,2010,1342
winston salem st.,ind,-20.66,86.9,107.6,0.07400000000000001,2010,1445
gardner webb,BSth,-20.81,90.1,111.0,-0.004,2010,1205
gardner webb,BSth,-20.81,90.1,111.0,-0.004,2010,1205
stetson,ASun,-20.85,90.5,111.3,0.044000000000000004,2010,1391
florida a&m,MEAC,-20.95,92.8,113.7,0.054000000000000006,2010,1197
tennessee martin,OVC,-21.2,90.2,111.4,-0.015,2010,1404
wagner,NEC,-22.0,89.1,111.1,-0.013999999999999999,2010,1447
marist,MAAC,-22.01,90.8,112.8,-0.013999999999999999,2010,1265
howard,MEAC,-22.04,88.4,110.4,0.011000000000000001,2010,1224
njit,GWC,-22.16,84.7,106.8,-0.059000000000000004,2010,1312
north carolina central,ind,-22.46,85.9,108.4,-0.013999999999999999,2010,1300
north carolina central,ind,-22.46,85.9,108.4,-0.013999999999999999,2010,1300
siu edwardsville,ind,-23.22,88.1,111.3,0.006999999999999999,2010,1188
siu edwardsville,ind,-23.22,88.1,111.3,0.006999999999999999,2010,1188
dartmouth,Ivy,-24.24,82.4,106.7,0.022000000000000002,2010,1171
chicago st.,GWC,-24.62,85.3,109.9,0.001,2010,1152
north dakota,GWC,-24.81,92.8,117.6,-0.005,2010,1315
north dakota,GWC,-24.81,92.8,117.6,-0.005,2010,1315
grambling st.,SWAC,-24.99,89.0,114.0,-0.001,2010,1212
southern,SWAC,-26.71,83.9,110.6,-0.025,2010,1380
bryant,NEC,-32.2,79.5,111.7,-0.028999999999999998,2010,1136
alcorn st.,SWAC,-32.65,81.3,113.9,-0.03,2010,1108
north carolina,ACC,31.14,123.2,92.1,-0.011000000000000001,2009,1314
north carolina,ACC,31.14,123.2,92.1,-0.011000000000000001,2009,1314
connecticut,BE,29.25,116.0,86.8,0.024,2009,1163
pittsburgh,BE,28.96,121.2,92.3,-0.012,2009,1338
memphis,CUSA,28.67,112.8,84.2,-0.009000000000000001,2009,1272
louisville,BE,26.06,111.2,85.2,0.068,2009,1257
missouri,B12,24.81,116.6,91.8,0.031,2009,1281
oklahoma,B12,24.59,118.3,93.7,0.018000000000000002,2009,1328
gonzaga,WCC,24.51,117.5,93.0,0.003,2009,1211
michigan st.,B10,24.37,114.3,89.9,0.091,2009,1277
duke,ACC,24.31,117.5,93.2,0.053,2009,1181
west virginia,BE,24.21,115.1,90.9,-0.067,2009,1452
west virginia,BE,24.21,115.1,90.9,-0.067,2009,1452
ucla,P10,23.93,119.5,95.6,-0.03,2009,1417
villanova,BE,23.89,114.4,90.5,0.021,2009,1437
kansas,B12,23.83,114.5,90.7,-0.013000000000000001,2009,1242
arizona st.,P10,23.03,118.2,95.2,-0.018000000000000002,2009,1113
syracuse,BE,22.21,117.0,94.8,0.024,2009,1393
washington,P10,22.09,113.1,91.0,-0.005,2009,1449
purdue,B10,21.84,110.5,88.7,-0.012,2009,1345
marquette,BE,21.02,117.1,96.1,-0.013999999999999999,2009,1266
xavier,A10,20.24,111.0,90.8,-0.008,2009,1462
byu,MWC,20.1,114.0,93.9,-0.046,2009,1140
texas,B12,19.65,112.2,92.5,-0.048,2009,1400
clemson,ACC,19.62,116.4,96.7,-0.024,2009,1155
wake forest,ACC,18.88,111.6,92.7,0.051,2009,1448
wake forest,ACC,18.88,111.6,92.7,0.051,2009,1448
illinois,B10,18.72,106.8,88.1,0.001,2009,1228
oklahoma st.,B12,18.33,116.4,98.1,-0.003,2009,1329
usc,P10,18.26,110.0,91.8,-0.032,2009,1425
utah,MWC,17.8,110.8,92.9,0.013000000000000001,2009,1428
wisconsin,B10,17.62,113.3,95.7,-0.052000000000000005,2009,1458
california,P10,17.37,116.8,99.4,0.001,2009,1143
georgetown,BE,16.96,111.1,94.2,-0.106,2009,1207
tennessee,SEC,16.48,115.1,98.7,-0.032,2009,1397
baylor,B12,16.38,116.5,100.1,-0.017,2009,1124
ohio st.,B10,16.34,113.3,96.9,0.042,2009,1326
florida,SEC,16.16,115.1,98.9,-0.076,2009,1196
san diego st.,MWC,16.05,109.4,93.3,0.02,2009,1361
arizona,P10,15.96,117.7,101.8,0.018000000000000002,2009,1112
butler,Horz,15.78,110.3,94.5,-0.013999999999999999,2009,1139
florida st.,ACC,15.76,105.9,90.1,0.066,2009,1199
minnesota,B10,15.43,108.1,92.6,0.031,2009,1278
notre dame,BE,15.38,115.0,99.6,-0.034,2009,1323
notre dame,BE,15.38,115.0,99.6,-0.034,2009,1323
miami fl,ACC,15.3,111.2,95.9,-0.048,2009,1274
miami fl,ACC,15.3,111.2,95.9,-0.048,2009,1274
new mexico,MWC,15.29,112.2,96.9,-0.054000000000000006,2009,1307
new mexico,MWC,15.29,112.2,96.9,-0.054000000000000006,2009,1307
utah st.,WAC,15.12,116.7,101.6,0.046,2009,1429
texas a&m,B12,15.01,113.1,98.1,0.053,2009,1401
lsu,SEC,14.86,111.5,96.6,0.075,2009,1261
michigan,B10,14.75,112.2,97.5,0.013999999999999999,2009,1276
kentucky,SEC,14.62,107.8,93.2,-0.073,2009,1246
washington st.,P10,14.58,105.0,90.4,-0.076,2009,1450
temple,A10,14.38,109.9,95.5,-0.005,2009,1396
kansas st.,B12,14.18,109.4,95.2,-0.019,2009,1243
stanford,P10,14.13,112.5,98.3,-0.022000000000000002,2009,1390
uab,CUSA,13.73,109.4,95.7,-0.009000000000000001,2009,1412
vcu,CAA,13.62,110.1,96.4,-0.073,2009,1433
maryland,ACC,13.55,110.0,96.4,0.039,2009,1268
saint mary's,WCC,13.36,110.6,97.2,0.083,2009,1388
penn st.,B10,12.91,111.8,98.9,0.08,2009,1336
tulsa,CUSA,12.75,106.2,93.4,0.06,2009,1409
auburn,SEC,12.46,106.8,94.3,-0.032,2009,1120
illinois st.,MVC,12.44,109.0,96.5,-0.038,2009,1229
north dakota st.,Sum,12.29,114.3,102.0,-0.009000000000000001,2009,1295
rhode island,A10,12.26,113.7,101.5,-0.043,2009,1348
rhode island,A10,12.26,113.7,101.5,-0.043,2009,1348
nebraska,B12,12.21,103.5,91.3,-0.032,2009,1304
davidson,SC,12.06,105.1,93.1,0.003,2009,1172
northwestern,B10,12.01,111.7,99.7,-0.028999999999999998,2009,1321
cleveland st.,Horz,11.96,105.3,93.3,0.009000000000000001,2009,1156
siena,MAAC,11.93,110.3,98.4,0.031,2009,1373
creighton,MVC,11.79,111.9,100.1,0.05,2009,1166
mississippi st.,SEC,11.55,107.8,96.2,-0.004,2009,1280
houston,CUSA,11.49,109.2,97.7,-0.038,2009,1222
south carolina,SEC,11.44,107.3,95.9,-0.012,2009,1376
south carolina,SEC,11.44,107.3,95.9,-0.012,2009,1376
virginia tech,ACC,11.37,110.9,99.5,-0.006999999999999999,2009,1439
virginia tech,ACC,11.37,110.9,99.5,-0.006999999999999999,2009,1439
unlv,MWC,11.29,106.9,95.6,0.01,2009,1424
boston college,ACC,11.2,113.2,102.0,0.038,2009,1130
boston college,ACC,11.2,113.2,102.0,0.038,2009,1130
niagara,MAAC,10.62,109.2,98.6,0.003,2009,1310
seton hall,BE,10.3,110.7,100.4,-0.025,2009,1371
seton hall,BE,10.3,110.7,100.4,-0.025,2009,1371
providence,BE,10.26,111.0,100.7,0.034,2009,1344
dayton,A10,10.23,103.3,93.0,0.107,2009,1173
green bay,Horz,10.16,112.9,102.7,-0.018000000000000002,2009,1453
green bay,Horz,10.16,112.9,102.7,-0.018000000000000002,2009,1453
vanderbilt,SEC,10.01,107.6,97.6,-0.011000000000000001,2009,1435
north carolina st.,ACC,9.84,113.5,103.6,-0.06,2009,1301
utep,CUSA,9.84,108.2,98.4,0.003,2009,1431
northern iowa,MVC,9.7,110.6,100.9,0.051,2009,1320
northern iowa,MVC,9.7,110.6,100.9,0.051,2009,1320
vermont,AE,9.1,108.7,99.6,-0.02,2009,1436
duquesne,A10,8.95,115.2,106.2,0.009000000000000001,2009,1182
cincinnati,BE,8.72,108.7,100.0,0.032,2009,1153
iowa,B10,8.44,108.6,100.2,-0.055,2009,1234
western kentucky,SB,8.1,111.1,103.0,0.092,2009,1443
western kentucky,SB,8.1,111.1,103.0,0.092,2009,1443
george mason,CAA,8.04,104.6,96.6,-0.011000000000000001,2009,1206
george mason,CAA,8.04,104.6,96.6,-0.011000000000000001,2009,1206
oral roberts,Sum,7.85,103.0,95.2,-0.111,2009,1331
oral roberts,Sum,7.85,103.0,95.2,-0.111,2009,1331
miami oh,MAC,7.38,103.5,96.2,-0.005,2009,1275
miami oh,MAC,7.38,103.5,96.2,-0.005,2009,1275
mississippi,SEC,7.19,111.4,104.2,-0.001,2009,1279
old dominion,CAA,7.02,105.0,98.0,0.043,2009,1330
old dominion,CAA,7.02,105.0,98.0,0.043,2009,1330
texas tech,B12,7.01,109.3,102.3,-0.017,2009,1403
texas tech,B12,7.01,109.3,102.3,-0.017,2009,1403
